feature_symbol	ensembl_id	entrezgene	TenX_symbol	hgnc_symbol	chromosome	biotype	description	gc_content
ITFG1-AS1	ENSG00000260281	NA	ITFG1-AS1	ITFG1-AS1	16	antisense	ITFG1 antisense RNA 1	37.66
ITFG1	ENSG00000129636	81533	ITFG1	ITFG1	16	protein_coding	integrin alpha FG-GAP repeat containing 1	37.51
AC007494.2	ENSG00000260744	NA	RP11-329J18.3	NA	16	antisense	NA	38.68
AC007533.1	ENSG00000261369	NA	RP11-474B12.1	NA	16	antisense	NA	35.74
PHKB	ENSG00000102893	5257	PHKB	PHKB	16	protein_coding	phosphorylase kinase regulatory subunit beta	38.19
LINC02133	ENSG00000261231	NA	RP11-523L20.2	LINC02133	16	lincRNA	long intergenic non-protein coding RNA 2133	40.87
LINC02192	ENSG00000261325	NA	AC140542.2	LINC02192	16	lincRNA	long intergenic non-protein coding RNA 2192	43.61
LINC02134	ENSG00000260450	NA	RP11-523L20.1	LINC02134	16	lincRNA	long intergenic non-protein coding RNA 2134	39.3
ABCC12	ENSG00000140798	94160	ABCC12	ABCC12	16	protein_coding	ATP binding cassette subfamily C member 12	47.16
ABCC11	ENSG00000121270	85320	ABCC11	ABCC11	16	protein_coding	ATP binding cassette subfamily C member 11	45.62
LONP2	ENSG00000102910	83752	LONP2	LONP2	16	protein_coding	lon peptidase 2, peroxisomal	39.56
SIAH1	ENSG00000196470	6477	SIAH1	SIAH1	16	protein_coding	siah E3 ubiquitin protein ligase 1	45.2
N4BP1	ENSG00000102921	9683	N4BP1	N4BP1	16	protein_coding	NEDD4 binding protein 1	42.34
AC026470.2	ENSG00000261267	NA	RP11-44I10.3	NA	16	antisense	NA	38.93
AC023813.1	ENSG00000259912	NA	CTC-527H23.2	NA	16	lincRNA	NA	49.8
AC007611.1	ENSG00000260086	NA	RP11-42I10.1	NA	16	lincRNA	NA	41.96
AC023813.3	ENSG00000260052	NA	CTC-527H23.3	NA	16	lincRNA	NA	47.56
AC023813.4	ENSG00000272545	NA	CTC-527H23.4	NA	16	lincRNA	NA	40.52
AC044798.1	ENSG00000261421	NA	RP11-22D3.1	NA	16	lincRNA	NA	37
AC044798.2	ENSG00000261815	NA	RP11-22D3.2	NA	16	lincRNA	NA	45.02
CBLN1	ENSG00000102924	869	CBLN1	CBLN1	16	protein_coding	cerebellin 1 precursor	56.83
ENSG00000260614	NA	NA	RP11-491F9.1	NA	NA	NA	NA	NA
ENSG00000259957	NA	NA	RP11-491F9.8	NA	NA	NA	NA	NA
ENSG00000259839	NA	NA	RP11-491F9.6	NA	NA	NA	NA	NA
ENSG00000260769	NA	NA	RP11-491F9.5	NA	NA	NA	NA	NA
C16orf78	ENSG00000166152	123970	C16orf78	C16orf78	16	protein_coding	chromosome 16 open reading frame 78	42.25
AC007861.1	ENSG00000262950	NA	RP11-189E14.5	NA	16	lincRNA	NA	42.62
AC007861.2	ENSG00000263110	NA	RP11-189E14.3	NA	16	lincRNA	NA	55.48
LINC02179	ENSG00000261623	NA	RP11-189E14.4	LINC02179	16	lincRNA	long intergenic non-protein coding RNA 2179	51.38
ZNF423	ENSG00000102935	23090	ZNF423	ZNF423	16	protein_coding	zinc finger protein 423	50.74
AC007603.1	ENSG00000261751	NA	RP11-305A4.3	NA	16	lincRNA	NA	54.92
CNEP1R1	ENSG00000205423	255919	CNEP1R1	CNEP1R1	16	protein_coding	CTD nuclear envelope phosphatase 1 regulatory subunit 1	40.53
AC007610.1	ENSG00000259843	NA	RP11-429P3.3	NA	16	antisense	NA	44.49
HEATR3	ENSG00000155393	55027	HEATR3	HEATR3	16	protein_coding	HEAT repeat containing 3	42.6
AC007610.2	ENSG00000260381	NA	RP11-429P3.5	NA	16	antisense	NA	42.81
TENT4B	ENSG00000121274	64282	PAPD5	TENT4B	16	protein_coding	terminal nucleotidyltransferase 4B	41.51
ADCY7	ENSG00000121281	113	ADCY7	ADCY7	16	protein_coding	adenylate cyclase 7	54.43
BRD7	ENSG00000166164	29117	BRD7	BRD7	16	protein_coding	bromodomain containing 7	39.72
AC007493.2	ENSG00000261393	NA	RP11-21B23.1	NA	16	antisense	NA	53.53
LINC02178	ENSG00000261092	NA	RP11-21B23.2	LINC02178	16	lincRNA	long intergenic non-protein coding RNA 2178	50.45
AC007493.1	ENSG00000260573	NA	RP11-21B23.3	NA	16	lincRNA	NA	46.28
NKD1	ENSG00000140807	85407	NKD1	NKD1	16	protein_coding	naked cuticle homolog 1	51.69
AC007608.2	ENSG00000260029	NA	RP11-401P9.1	NA	16	antisense	NA	49.22
AC007608.1	ENSG00000205414	NA	RP11-401P9.6	NA	16	antisense	NA	52.83
ENSG00000261685	NA	NA	RP11-401P9.4	NA	NA	NA	NA	NA
AC007608.3	ENSG00000260249	NA	RP11-401P9.5	NA	16	antisense	NA	50.8
SNX20	ENSG00000167208	124460	SNX20	SNX20	16	protein_coding	sorting nexin 20	51.29
NOD2	ENSG00000167207	64127	NOD2	NOD2	16	protein_coding	nucleotide binding oligomerization domain containing 2	48.07
AC007728.2	ENSG00000261644	NA	RP11-327F22.2	NA	16	antisense	NA	47.82
ENSG00000260929	NA	NA	RP11-327F22.1	NA	NA	NA	NA	NA
CYLD	ENSG00000083799	1540	CYLD	CYLD	16	protein_coding	CYLD lysine 63 deubiquitinase	36.42
AC007728.1	ENSG00000260616	NA	RP11-327F22.4	NA	16	antisense	NA	37
LINC02168	ENSG00000261703	NA	RP11-327F22.5	LINC02168	16	lincRNA	long intergenic non-protein coding RNA 2168	48.54
AC025810.1	ENSG00000260042	NA	CTD-2034I21.1	NA	16	lincRNA	NA	41.54
ENSG00000263082	NA	NA	CTD-2034I21.2	NA	NA	NA	NA	NA
LINC02128	ENSG00000261241	NA	RP11-883G14.1	LINC02128	16	lincRNA	long intergenic non-protein coding RNA 2128	44.07
LINC02127	ENSG00000261637	NA	RP11-883G14.2	LINC02127	16	lincRNA	long intergenic non-protein coding RNA 2127	42.16
AC027688.1	ENSG00000260605	NA	RP11-883G14.3	NA	16	lincRNA	NA	44.91
AC027688.2	ENSG00000260620	NA	RP11-883G14.4	NA	16	lincRNA	NA	45.63
SALL1	ENSG00000103449	6299	SALL1	SALL1	16	protein_coding	spalt like transcription factor 1	44.46
AC009166.1	ENSG00000261238	NA	AC009166.5	NA	16	antisense	NA	50.95
AC007344.1	ENSG00000260850	NA	RP11-437L7.1	NA	16	lincRNA	NA	41.02
LINC01571	ENSG00000260057	NA	LINC01571	LINC01571	16	lincRNA	long intergenic non-protein coding RNA 1571	41.23
AC009039.1	ENSG00000261470	NA	RP11-152O14.4	NA	16	antisense	NA	40.63
LINC00919	ENSG00000260268	NA	LINC00919	LINC00919	16	lincRNA	long intergenic non-protein coding RNA 919	38.19
LINC02180	ENSG00000261749	NA	RP11-152O14.1	LINC02180	16	lincRNA	long intergenic non-protein coding RNA 2180	39.48
AC007333.2	ENSG00000260975	NA	RP11-142G1.3	NA	16	lincRNA	NA	37.98
AC007333.1	ENSG00000260478	NA	RP11-142G1.1	NA	16	lincRNA	NA	37.62
CASC22	ENSG00000260887	NA	CASC22	CASC22	16	lincRNA	cancer susceptibility 22 (non-protein coding)	39.27
TOX3	ENSG00000103460	27324	TOX3	TOX3	16	protein_coding	TOX high mobility group box family member 3	38.75
CASC16	ENSG00000249231	NA	CASC16	CASC16	16	lincRNA	cancer susceptibility 16 (non-protein coding)	41.67
AC026462.3	ENSG00000260963	NA	RP11-297L17.2	NA	16	lincRNA	NA	41.42
AC026462.2	ENSG00000260393	NA	RP11-297L17.3	NA	16	lincRNA	NA	45.84
AC026462.4	ENSG00000261261	NA	RP11-297L17.4	NA	16	lincRNA	NA	41.54
ENSG00000261550	NA	NA	RP11-467J12.4	NA	NA	NA	NA	NA
AC007906.2	ENSG00000277639	NA	RP11-295M3.4	NA	16	protein_coding	NA	46.52
CHD9	ENSG00000177200	80205	CHD9	CHD9	16	protein_coding	chromodomain helicase DNA binding protein 9	38.92
ENSG00000279018	NA	NA	AC007906.1	NA	NA	NA	NA	NA
AC007342.4	ENSG00000261804	NA	RP11-44F14.2	NA	16	lincRNA	NA	38.88
AC007342.5	ENSG00000262714	NA	RP11-44F14.8	NA	16	lincRNA	NA	35.53
RBL2	ENSG00000103479	5934	RBL2	RBL2	16	protein_coding	RB transcriptional corepressor like 2	38.71
AKTIP	ENSG00000166971	64400	AKTIP	AKTIP	16	protein_coding	AKT interacting protein	45.45
RPGRIP1L	ENSG00000103494	23322	RPGRIP1L	RPGRIP1L	16	protein_coding	RPGRIP1 like	37.27
FTO	ENSG00000140718	79068	FTO	FTO	16	protein_coding	FTO, alpha-ketoglutarate dependent dioxygenase	40.2
AC007496.2	ENSG00000261630	NA	RP11-357N13.3	NA	16	antisense	NA	51.46
AC007496.1	ENSG00000260194	NA	RP11-357N13.2	NA	16	antisense	NA	41.88
AC007347.1	ENSG00000261049	NA	RP11-357N13.1	NA	16	antisense	NA	41.77
ENSG00000275147	NA	NA	RP11-324D17.3	NA	NA	NA	NA	NA
AC007907.1	ENSG00000259759	NA	RP11-324D17.2	NA	16	lincRNA	NA	44.28
LINC02169	ENSG00000259517	NA	RP11-324D17.1	LINC02169	16	lincRNA	long intergenic non-protein coding RNA 2169	44.18
IRX3	ENSG00000177508	79191	IRX3	IRX3	16	protein_coding	iroquois homeobox 3	64.54
AC018553.1	ENSG00000277559	NA	RP11-434E6.4	NA	16	lincRNA	NA	53.02
LINC02140	ENSG00000261803	NA	RP11-434E6.2	LINC02140	16	lincRNA	long intergenic non-protein coding RNA 2140	47.37
ENSG00000261171	NA	NA	RP11-1136G4.1	NA	NA	NA	NA	NA
ENSG00000273615	NA	NA	RP11-1136G4.2	NA	NA	NA	NA	NA
CRNDE	ENSG00000245694	643911	CRNDE	CRNDE	16	lincRNA	colorectal neoplasia differentially expressed	39.73
IRX5	ENSG00000176842	10265	IRX5	IRX5	16	protein_coding	iroquois homeobox 5	59.38
AC106738.1	ENSG00000259711	NA	CTD-3032H12.2	NA	16	lincRNA	NA	48
AC106738.2	ENSG00000259725	NA	CTD-3032H12.1	NA	16	lincRNA	NA	61.29
AC109462.1	ENSG00000259283	NA	RP11-26L20.3	NA	16	antisense	NA	43.82
IRX6	ENSG00000159387	79190	IRX6	IRX6	16	protein_coding	iroquois homeobox 6	55.86
AC109462.2	ENSG00000263207	NA	RP11-26L20.4	NA	16	lincRNA	NA	55.95
MMP2	ENSG00000087245	4313	MMP2	MMP2	16	protein_coding	matrix metallopeptidase 2	45.67
AC007336.2	ENSG00000274508	NA	RP11-212I21.5	NA	16	lincRNA	NA	44.7
MMP2-AS1	ENSG00000260135	NA	RP11-212I21.2	MMP2-AS1	16	lincRNA	MMP2 antisense RNA 1	44.19
LPCAT2	ENSG00000087253	54947	LPCAT2	LPCAT2	16	protein_coding	lysophosphatidylcholine acyltransferase 2	35.52
AC007336.1	ENSG00000261997	NA	RP11-212I21.4	NA	16	lincRNA	NA	33.8
CAPNS2	ENSG00000256812	84290	CAPNS2	CAPNS2	16	protein_coding	calpain small subunit 2	45.67
SLC6A2	ENSG00000103546	6530	SLC6A2	SLC6A2	16	protein_coding	solute carrier family 6 member 2	48.47
CES1	ENSG00000198848	1066	CES1	CES1	16	protein_coding	carboxylesterase 1	47.97
CES5A	ENSG00000159398	221223	CES5A	CES5A	16	protein_coding	carboxylesterase 5A	43.07
AC007495.1	ENSG00000246379	NA	RP11-461O7.1	NA	16	lincRNA	NA	38.46
AC007495.2	ENSG00000260041	NA	RP11-355E10.1	NA	16	lincRNA	NA	37.89
AC079411.1	ENSG00000261013	NA	CTD-2050B12.1	NA	16	lincRNA	NA	36.34
GNAO1	ENSG00000087258	2775	GNAO1	GNAO1	16	protein_coding	G protein subunit alpha o1	49.48
DKFZP434H168	ENSG00000261439	26077	DKFZP434H168	NA	16	antisense	uncharacterized LOC26077	52.13
AC009102.2	ENSG00000272372	NA	RP11-441F2.5	NA	16	antisense	NA	59.49
AMFR	ENSG00000159461	267	AMFR	AMFR	16	protein_coding	autocrine motility factor receptor	42.2
AC092140.1	ENSG00000260621	NA	RP11-413H22.2	NA	16	antisense	NA	40.14
NUDT21	ENSG00000167005	11051	NUDT21	NUDT21	16	protein_coding	nudix hydrolase 21	39.54
OGFOD1	ENSG00000087263	55239	OGFOD1	OGFOD1	16	protein_coding	2-oxoglutarate and iron dependent oxygenase domain containing 1	40.39
AC092140.2	ENSG00000274031	NA	RP11-413H22.3	NA	16	antisense	NA	32.25
BBS2	ENSG00000125124	583	BBS2	BBS2	16	protein_coding	Bardet-Biedl syndrome 2	40.21
MT4	ENSG00000102891	84560	MT4	MT4	16	protein_coding	metallothionein 4	48.68
MT3	ENSG00000087250	4504	MT3	MT3	16	protein_coding	metallothionein 3	61.39
MT2A	ENSG00000125148	4502	MT2A	MT2A	16	protein_coding	metallothionein 2A	59.05
AC026461.3	ENSG00000260823	NA	RP11-249C24.10	NA	16	lincRNA	NA	47.95
MT1E	ENSG00000169715	4493	MT1E	MT1E	16	protein_coding	metallothionein 1E	57.57
MT1M	ENSG00000205364	4499	MT1M	MT1M	16	protein_coding	metallothionein 1M	59.35
MT1A	ENSG00000205362	4489	MT1A	MT1A	16	protein_coding	metallothionein 1A	51.05
MT1B	ENSG00000169688	4490	MT1B	MT1B	16	protein_coding	metallothionein 1B	54.06
MT1F	ENSG00000198417	4494	MT1F	MT1F	16	protein_coding	metallothionein 1F	51.88
MT1G	ENSG00000125144	4495	MT1G	MT1G	16	protein_coding	metallothionein 1G	54.08
MT1H	ENSG00000205358	4496	MT1H	MT1H	16	protein_coding	metallothionein 1H	54.64
AC026461.4	ENSG00000275691	NA	RP11-249C24.12	NA	16	protein_coding	NA	54.84
MT1X	ENSG00000187193	4501	MT1X	MT1X	16	protein_coding	metallothionein 1X	54.03
AC106779.1	ENSG00000261302	NA	RP11-343H19.1	NA	16	antisense	NA	42.46
NUP93	ENSG00000102900	9688	NUP93	NUP93	16	protein_coding	nucleoporin 93	42.43
SLC12A3	ENSG00000070915	6559	SLC12A3	SLC12A3	16	protein_coding	solute carrier family 12 member 3	52.83
HERPUD1	ENSG00000051108	9709	HERPUD1	HERPUD1	16	protein_coding	homocysteine inducible ER protein with ubiquitin like domain 1	43.16
CETP	ENSG00000087237	1071	CETP	CETP	16	protein_coding	cholesteryl ester transfer protein	50.8
NLRC5	ENSG00000140853	84166	NLRC5	NLRC5	16	protein_coding	NLR family CARD domain containing 5	49.44
AC023825.2	ENSG00000260145	NA	RP11-322D14.2	NA	16	antisense	NA	51.38
AC009090.2	ENSG00000260148	NA	RP11-407G23.1	NA	16	antisense	NA	58.85
CPNE2	ENSG00000140848	221184	CPNE2	CPNE2	16	protein_coding	copine 2	54.06
FAM192A	ENSG00000172775	80011	FAM192A	FAM192A	16	protein_coding	family with sequence similarity 192 member A	41.93
RSPRY1	ENSG00000159579	89970	RSPRY1	RSPRY1	16	protein_coding	ring finger and SPRY domain containing 1	41.63
ARL2BP	ENSG00000102931	23568	ARL2BP	ARL2BP	16	protein_coding	ADP ribosylation factor like GTPase 2 binding protein	45.49
AC009090.3	ENSG00000276663	NA	RP11-407G23.7	NA	16	antisense	NA	37.52
PLLP	ENSG00000102934	51090	PLLP	PLLP	16	protein_coding	plasmolipin	51.13
CCL22	ENSG00000102962	6367	CCL22	CCL22	16	protein_coding	C-C motif chemokine ligand 22	51.13
CX3CL1	ENSG00000006210	6376	CX3CL1	CX3CL1	16	protein_coding	C-X3-C motif chemokine ligand 1	53.7
CCL17	ENSG00000102970	6361	CCL17	CCL17	16	protein_coding	C-C motif chemokine ligand 17	53.49
CIAPIN1	ENSG00000005194	57019	CIAPIN1	CIAPIN1	16	protein_coding	cytokine induced apoptosis inhibitor 1	44.41
COQ9	ENSG00000088682	57017	COQ9	COQ9	16	protein_coding	coenzyme Q9	45.83
POLR2C	ENSG00000102978	5432	POLR2C	POLR2C	16	protein_coding	RNA polymerase II subunit C	48.07
DOK4	ENSG00000125170	55715	DOK4	DOK4	16	protein_coding	docking protein 4	58.39
CCDC102A	ENSG00000135736	92922	CCDC102A	CCDC102A	16	protein_coding	coiled-coil domain containing 102A	56.06
ADGRG5	ENSG00000159618	221188	ADGRG5	ADGRG5	16	protein_coding	adhesion G protein-coupled receptor G5	47.15
ADGRG1	ENSG00000205336	9289	ADGRG1	ADGRG1	16	protein_coding	adhesion G protein-coupled receptor G1	55.51
AC018552.3	ENSG00000261633	NA	RP11-405F3.5	NA	16	antisense	NA	57.71
ADGRG3	ENSG00000182885	222487	ADGRG3	ADGRG3	16	protein_coding	adhesion G protein-coupled receptor G3	52.39
AC018552.2	ENSG00000260467	NA	RP11-405F3.4	NA	16	antisense	NA	52.05
DRC7	ENSG00000159625	84229	DRC7	DRC7	16	protein_coding	dynein regulatory complex subunit 7	50.24
KATNB1	ENSG00000140854	10300	KATNB1	KATNB1	16	protein_coding	katanin regulatory subunit B1	56.59
KIFC3	ENSG00000140859	3801	KIFC3	KIFC3	16	protein_coding	kinesin family member C3	50.69
AC092118.2	ENSG00000276166	NA	CTD-2600O9.2	NA	16	antisense	NA	60.57
AC092118.1	ENSG00000187185	388282	CTD-2600O9.1	NA	16	lincRNA	uncharacterized LOC388282	52.8
CNGB1	ENSG00000070729	1258	CNGB1	CNGB1	16	protein_coding	cyclic nucleotide gated channel beta 1	50.27
TEPP	ENSG00000159648	374739	TEPP	TEPP	16	protein_coding	testis, prostate and placenta expressed	50.91
ZNF319	ENSG00000166188	57567	ZNF319	ZNF319	16	protein_coding	zinc finger protein 319	60.06
USB1	ENSG00000103005	79650	USB1	USB1	16	protein_coding	U6 snRNA biogenesis phosphodiesterase 1	49.63
MMP15	ENSG00000102996	4324	MMP15	MMP15	16	protein_coding	matrix metallopeptidase 15	59.51
CFAP20	ENSG00000070761	29105	CFAP20	CFAP20	16	protein_coding	cilia and flagella associated protein 20	44.93
AC026771.1	ENSG00000260545	NA	CTB-134F13.1	NA	16	antisense	NA	44.75
AC009107.2	ENSG00000260927	NA	RP11-459F6.3	NA	16	antisense	NA	44.03
CSNK2A2	ENSG00000070770	1459	CSNK2A2	CSNK2A2	16	protein_coding	casein kinase 2 alpha 2	41.31
AC009107.1	ENSG00000260867	NA	RP11-459F6.1	NA	16	antisense	NA	46.53
CCDC113	ENSG00000103021	29070	CCDC113	CCDC113	16	protein_coding	coiled-coil domain containing 113	43.46
PRSS54	ENSG00000103023	221191	PRSS54	PRSS54	16	protein_coding	serine protease 54	45.92
GINS3	ENSG00000181938	64785	GINS3	GINS3	16	protein_coding	GINS complex subunit 3	41.93
AC009118.1	ENSG00000261078	NA	RP11-481J2.1	NA	16	antisense	NA	48.89
AC009118.2	ENSG00000276131	NA	RP11-481J2.3	NA	16	antisense	NA	56.64
LINC02137	ENSG00000260186	NA	RP11-481J2.2	LINC02137	16	lincRNA	long intergenic non-protein coding RNA 2137	47.12
NDRG4	ENSG00000103034	65009	NDRG4	NDRG4	16	protein_coding	NDRG family member 4	53.85
SETD6	ENSG00000103037	79918	SETD6	SETD6	16	protein_coding	SET domain containing 6	48.83
CNOT1	ENSG00000125107	23019	CNOT1	CNOT1	16	protein_coding	CCR4-NOT transcription complex subunit 1	41.44
AC009118.3	ENSG00000276259	NA	RP11-481J2.4	NA	16	antisense	NA	42.84
ENSG00000279816	NA	NA	AC010287.1	NA	NA	NA	NA	NA
SLC38A7	ENSG00000103042	55238	SLC38A7	SLC38A7	16	protein_coding	solute carrier family 38 member 7	52.78
GOT2	ENSG00000125166	2806	GOT2	GOT2	16	protein_coding	glutamic-oxaloacetic transaminase 2	44.18
AC092378.1	ENSG00000245768	NA	RP11-410D17.2	NA	16	lincRNA	NA	39.85
AC092378.2	ENSG00000261638	NA	RP11-700H13.1	NA	16	lincRNA	NA	39.96
LINC02141	ENSG00000261807	NA	RP11-430C1.1	LINC02141	16	lincRNA	long intergenic non-protein coding RNA 2141	36.29
AC018554.3	ENSG00000278499	729159	RP11-457D20.2	NA	16	protein_coding	UPF0607 protein ENSP00000381418-like	58.09
AC018554.1	ENSG00000261436	NA	RP11-354I13.2	NA	16	lincRNA	NA	37.47
AC009081.1	ENSG00000261310	NA	RP11-354I13.1	NA	16	lincRNA	NA	32.86
CDH8	ENSG00000150394	1006	CDH8	CDH8	16	protein_coding	cadherin 8	36.82
AC012174.1	ENSG00000260115	NA	CTC-420A11.2	NA	16	antisense	NA	37.33
AC009110.1	ENSG00000231589	NA	AC009110.1	NA	16	lincRNA	NA	35.56
AC138305.1	ENSG00000260658	NA	RP11-368L12.1	NA	16	lincRNA	NA	35.44
AC138305.2	ENSG00000261743	NA	RP11-2K6.2	NA	16	lincRNA	NA	34.26
LINC02165	ENSG00000261014	NA	RP11-370P15.2	LINC02165	16	lincRNA	long intergenic non-protein coding RNA 2165	36.4
AC092337.1	ENSG00000261653	NA	RP11-21L1.1	NA	16	lincRNA	NA	42.87
AC093536.2	ENSG00000260715	NA	RP11-744D14.2	NA	16	lincRNA	NA	36.91
AC012322.1	ENSG00000261028	NA	AC012322.1	NA	16	lincRNA	NA	36.5
AC092131.1	ENSG00000259846	NA	RP11-467L24.1	NA	16	lincRNA	NA	36.51
ENSG00000259859	NA	NA	RP11-439I14.2	NA	NA	NA	NA	NA
CDH11	ENSG00000140937	1009	CDH11	CDH11	16	protein_coding	cadherin 11	40.38
LINC02126	ENSG00000259847	NA	RP11-95H3.1	LINC02126	16	lincRNA	long intergenic non-protein coding RNA 2126	38.13
AC009055.2	ENSG00000260834	NA	RP11-256I9.2	NA	16	lincRNA	NA	39.87
AC009055.1	ENSG00000260364	NA	RP11-256I9.3	NA	16	lincRNA	NA	39.45
LINC00922	ENSG00000261742	NA	LINC00922	LINC00922	16	lincRNA	long intergenic non-protein coding RNA 922	39.67
AC092138.2	ENSG00000261818	NA	RP11-351A20.1	NA	16	lincRNA	NA	41.04
AC092138.1	ENSG00000260004	NA	RP11-351A20.2	NA	16	lincRNA	NA	42.64
AC022164.1	ENSG00000260695	NA	RP11-513N24.1	NA	16	lincRNA	NA	40.37
CDH5	ENSG00000179776	1003	CDH5	CDH5	16	protein_coding	cadherin 5	49.55
LINC00920	ENSG00000246898	NA	LINC00920	LINC00920	16	lincRNA	long intergenic non-protein coding RNA 920	38.23
BEAN1	ENSG00000166546	146227	BEAN1	BEAN1	16	protein_coding	brain expressed associated with NEDD4 1	50.58
BEAN1-AS1	ENSG00000261656	NA	BEAN1-AS1	BEAN1-AS1	16	antisense	BEAN1 antisense RNA 1	55.16
AC010542.3	ENSG00000260851	NA	RP11-403P17.5	NA	16	protein_coding	NA	51.02
TK2	ENSG00000166548	7084	TK2	TK2	16	protein_coding	thymidine kinase 2, mitochondrial	49.54
AC010542.2	ENSG00000260755	NA	RP11-403P17.3	NA	16	lincRNA	NA	51.96
AC010542.4	ENSG00000261519	NA	RP11-403P17.4	NA	16	lincRNA	NA	59.27
CKLF	ENSG00000217555	51192	CKLF	CKLF	16	protein_coding	chemokine like factor	41.69
CKLF-CMTM1	ENSG00000254788	100529251	CKLF-CMTM1	CKLF-CMTM1	16	protein_coding	CKLF-CMTM1 readthrough	42.55
AC010542.5	ENSG00000277978	NA	RP11-403P17.6	NA	16	antisense	NA	43.46
CMTM1	ENSG00000089505	113540	CMTM1	CMTM1	16	protein_coding	CKLF like MARVEL transmembrane domain containing 1	43.3
CMTM2	ENSG00000140932	146225	CMTM2	CMTM2	16	protein_coding	CKLF like MARVEL transmembrane domain containing 2	46.47
AC010542.1	ENSG00000260650	NA	RP11-403P17.2	NA	16	antisense	NA	48.09
CMTM3	ENSG00000140931	123920	CMTM3	CMTM3	16	protein_coding	CKLF like MARVEL transmembrane domain containing 3	58.84
CMTM4	ENSG00000183723	146223	CMTM4	CMTM4	16	protein_coding	CKLF like MARVEL transmembrane domain containing 4	45.26
DYNC1LI2	ENSG00000135720	1783	DYNC1LI2	DYNC1LI2	16	protein_coding	dynein cytoplasmic 1 light intermediate chain 2	45.09
AC018557.1	ENSG00000260465	NA	RP11-63M22.2	NA	16	antisense	NA	44.75
AC018557.2	ENSG00000260558	NA	RP11-63M22.1	NA	16	lincRNA	NA	47.27
AC044802.1	ENSG00000246777	NA	RP11-61A14.4	NA	16	lincRNA	NA	45.07
TERB1	ENSG00000249961	283847	CCDC79	TERB1	16	protein_coding	telomere repeat binding bouquet formation protein 1	39.95
NAE1	ENSG00000159593	8883	NAE1	NAE1	16	protein_coding	NEDD8 activating enzyme E1 subunit 1	46.31
AC044802.2	ENSG00000258122	NA	RP11-61A14.1	NA	16	antisense	NA	54.54
CA7	ENSG00000168748	766	CA7	CA7	16	protein_coding	carbonic anhydrase 7	55.36
PDP2	ENSG00000172840	57546	PDP2	PDP2	16	protein_coding	pyruvate dehyrogenase phosphatase catalytic subunit 2	48.25
CDH16	ENSG00000166589	1014	CDH16	CDH16	16	protein_coding	cadherin 16	56.56
RRAD	ENSG00000166592	6236	RRAD	RRAD	16	protein_coding	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	60.16
FAM96B	ENSG00000166595	51647	FAM96B	FAM96B	16	protein_coding	family with sequence similarity 96 member B	55.72
CES2	ENSG00000172831	8824	CES2	CES2	16	protein_coding	carboxylesterase 2	55.49
CES3	ENSG00000172828	23491	CES3	CES3	16	protein_coding	carboxylesterase 3	55.03
CES4A	ENSG00000172824	283848	CES4A	CES4A	16	protein_coding	carboxylesterase 4A	51.15
CBFB	ENSG00000067955	865	CBFB	CBFB	16	protein_coding	core-binding factor subunit beta	40.45
C16orf70	ENSG00000125149	80262	C16orf70	C16orf70	16	protein_coding	chromosome 16 open reading frame 70	47.85
B3GNT9	ENSG00000237172	84752	B3GNT9	B3GNT9	16	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	62.77
TRADD	ENSG00000102871	8717	TRADD	TRADD	16	protein_coding	TNFRSF1A associated via death domain	59.16
FBXL8	ENSG00000135722	55336	FBXL8	FBXL8	16	protein_coding	F-box and leucine rich repeat protein 8	60.47
AC074143.1	ENSG00000265690	NA	RP11-5A19.5	NA	16	protein_coding	NA	67.54
HSF4	ENSG00000102878	3299	HSF4	HSF4	16	protein_coding	heat shock transcription factor 4	61.39
NOL3	ENSG00000140939	8996	NOL3	NOL3	16	protein_coding	nucleolar protein 3	58.13
KIAA0895L	ENSG00000196123	653319	KIAA0895L	KIAA0895L	16	protein_coding	KIAA0895 like	56.58
EXOC3L1	ENSG00000179044	283849	EXOC3L1	EXOC3L1	16	protein_coding	exocyst complex component 3 like 1	59.77
E2F4	ENSG00000205250	1874	E2F4	E2F4	16	protein_coding	E2F transcription factor 4	56.55
ELMO3	ENSG00000102890	79767	ELMO3	ELMO3	16	protein_coding	engulfment and cell motility 3	64.02
LRRC29	ENSG00000125122	26231	LRRC29	LRRC29	16	protein_coding	leucine rich repeat containing 29	53.46
TMEM208	ENSG00000168701	29100	TMEM208	TMEM208	16	protein_coding	transmembrane protein 208	55.38
FHOD1	ENSG00000135723	29109	FHOD1	FHOD1	16	protein_coding	formin homology 2 domain containing 1	56.62
SLC9A5	ENSG00000135740	6553	SLC9A5	SLC9A5	16	protein_coding	solute carrier family 9 member A5	52.62
PLEKHG4	ENSG00000196155	25894	PLEKHG4	PLEKHG4	16	protein_coding	pleckstrin homology and RhoGEF domain containing G4	59.77
KCTD19	ENSG00000168676	146212	KCTD19	KCTD19	16	protein_coding	potassium channel tetramerization domain containing 19	47.44
